Tour_ID,country,continent,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
tour_idt9t2de9b,United States of America,North America,25-44,Alone,0,1,Leisure and Holidays,Conference Tourism,"Newspaper, magazines, brochures",Package Tour,No,Yes,Yes,Yes,No,Yes,No,10,0,Yes,High Cost
tour_idpci2ouzf,Switzerland,Europe,65+,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,12,5,Yes,Highest Cost
tour_idahbv4wun,Sweden,Europe,45-64,Friends/Relatives,3,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,2,9,Yes,Highest Cost
tour_idpz66rc3q,Zimbabwe,Africa,25-44,Alone,0,1,Business,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,0,No,Lower Cost
tour_idcmgej6i2,United States of America,North America,18-24,Friends/Relatives,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,No,Yes,No,13,0,Yes,Normal Cost
tour_idx93au4ds,Denmark,Europe,25-44,Spouse,1,1,Visiting Friends and Relatives,Business,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,7,10,No,Normal Cost
tour_id3gzu27i1,Denmark,Europe,45-64,Friends/Relatives,2,2,Leisure and Holidays,Mountain Climbing,Others,Independent Tour,No,No,No,No,No,No,No,16,4,Yes,Normal Cost
tour_iduva0jccz,Zimbabwe,Africa,25-44,With children,0,1,Other,Hunting Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_idgiheohsx,United States of America,North America,45-64,With children,0,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,7,0,Yes,Higher Cost
tour_id6kbvvs81,Italy,Europe,45-64,Spouse and Children,2,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,14,Yes,High Cost
tour_iddykoe13w,United Kingdom,Europe,45-64,Alone,1,0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,6,0,No,Low Cost
tour_idio06szio,Italy,Europe,25-44,Alone,0,1,Leisure and Holidays,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,No,Lower Cost
tour_id9598qitq,United Kingdom,Europe,25-44,Alone,1,0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,0,6,No,Normal Cost
tour_idbd75r9rg,Zambia,Africa,65+,Alone,0,1,Business,Hunting Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,No,No,4,0,Yes,Normal Cost
tour_idlzl3z2bq,Canada,North America,25-44,Friends/Relatives,3,0,Leisure and Holidays,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,19,4,No,Normal Cost
tour_idcq3fvjes,Poland,Europe,45-64,Friends/Relatives,3,11,Leisure and Holidays,Conference Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,14,0,Yes,Higher Cost
tour_id0asezqss,United States of America,North America,45-64,Spouse,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,16,0,Yes,High Cost
tour_idg4p72duz,Spain,Europe,45-64,Spouse and Children,4,2,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,6,Yes,Higher Cost
tour_idw58mr3hw,India,Asia,25-44,Alone,0,1,Meetings and Conference,Hunting Tourism,Trade fair,Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Low Cost
tour_idp1a40upk,Kenya,Africa,25-44,Alone,1,0,Meetings and Conference,Hunting Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,6,0,No,Low Cost
tour_idendphyro,United Kingdom,Europe,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,4,Yes,High Cost
tour_idsgis0way,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,14,Yes,Higher Cost
tour_idrk1dysv8,Zambia,Africa,25-44,Alone,0,1,Business,Bird Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Lower Cost
tour_idn2vfstcv,Norway,Europe,65+,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,23,0,Yes,Higher Cost
tour_id600y8n98,United Kingdom,Europe,18-24,Friends/Relatives,2,0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,12,2,Yes,Low Cost
tour_idhse0ehrp,United States of America,North America,65+,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,4,0,Yes,High Cost
tour_id7186et60,China,Asia,25-44,Friends/Relatives,2,1,Business,Wildlife Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,5,2,No,Normal Cost
tour_idqq7f32t1,New Zealand,Australia,45-64,Friends/Relatives,1,1,Visiting Friends and Relatives,Business,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,42,0,No,High Cost
tour_idw3vvbzgr,France,Europe,25-44,With children,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13,0,Yes,High Cost
tour_idthz65vxo,Italy,Europe,45-64,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,0,1,Yes,Normal Cost
tour_ideyz28pqg,United Kingdom,Europe,25-44,Spouse and Children,2,2,Visiting Friends and Relatives,Beach Tourism,Others,Independent Tour,No,No,No,No,No,No,No,14,0,No,Normal Cost
tour_id7sy9p4l6,Canada,North America,45-64,Alone,0,1,Leisure and Holidays,Mountain Climbing,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,10,0,Yes,High Cost
tour_idh6bfi7xq,Zambia,Africa,18-24,Alone,0,1,Business,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,5,0,No,Normal Cost
tour_idyjztiph1,France,Europe,18-24,Alone,0,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,10,3,Yes,Normal Cost
tour_idgzxogbf7,United States of America,North America,45-64,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Yes,Higher Cost
tour_idndrt0kng,South Africa,Africa,25-44,With children,0,1,Business,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,60,0,No,Normal Cost
tour_idzqle4gk0,United States of America,North America,45-64,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,3,Yes,High Cost
tour_iddb603nwm,Italy,Europe,18-24,Alone,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,9,3,Yes,Higher Cost
tour_idmb5ssif7,South Africa,Africa,25-44,Alone,0,1,Meetings and Conference,Mountain Climbing,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,2,0,No,Normal Cost
tour_idqigmi1kc,Canada,North America,25-44,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Yes,Higher Cost
tour_id573tva0o,Italy,Europe,18-24,Spouse,1,1,Leisure and Holidays,Business,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
tour_id8olbyzhv,South Africa,Africa,25-44,Friends/Relatives,2,2,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,6,0,Yes,Highest Cost
tour_idbe2fe915,United States of America,North America,45-64,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Yes,Higher Cost
tour_idjf3wfcb8,Germany,Europe,45-64,Spouse and Children,2,3,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,0,21,Yes,Higher Cost
tour_idgclgo2uc,United Kingdom,Europe,45-64,Friends/Relatives,4,3,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,4,Yes,Higher Cost
tour_idd3g36ut5,Australia,Australia,45-64,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,No,No,5,6,Yes,Higher Cost
tour_idg5qcjn6b,Italy,Europe,45-64,Alone,0,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,7,Yes,Higher Cost
tour_idmjyirs8r,Uae,Asia,25-44,Spouse and Children,1,3,Visiting Friends and Relatives,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,7,0,Yes,Normal Cost
tour_idl4nl3isz,Zambia,Africa,18-24,Friends/Relatives,0,3,Business,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,4,0,Yes,High Cost
tour_idprcoa7nl,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,High Cost
tour_idfeilfvh2,Switzerland,Europe,25-44,Alone,0,1,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,No,Normal Cost
tour_idthhwkbfh,Vietnam,Asia,45-64,Friends/Relatives,3,3,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,0,Yes,Highest Cost
tour_ideqt2n48g,Germany,Europe,18-24,Friends/Relatives,2,2,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,22,0,Yes,Normal Cost
tour_idlkvmsh8n,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,High Cost
tour_ida3fyl187,Canada,North America,45-64,Alone,1,0,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Higher Cost
tour_idg4kw6pw3,Belgium,Europe,18-24,Spouse,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,7,4,No,High Cost
tour_iddo2lah7u,Italy,Europe,65+,Friends/Relatives,2,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,4,10,Yes,Higher Cost
tour_idbsa0vq5z,Uae,Asia,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,No,Normal Cost
tour_idm7sfrxkf,United Kingdom,Europe,25-44,Spouse,1,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,6,0,Yes,Normal Cost
tour_idwj48iuyq,Uganda,Africa,25-44,With children,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_idjosi8l3u,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,0,7,Yes,High Cost
tour_id97mz1ygm,Switzerland,Europe,18-24,Friends/Relatives,0,2,Leisure and Holidays,Hunting Tourism,Others,Independent Tour,No,No,No,No,No,No,No,0,12,Yes,Normal Cost
tour_idpqk92oeh,United Kingdom,Europe,25-44,Friends/Relatives,1,1,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,14,4,Yes,Normal Cost
tour_id7q4697f6,Italy,Europe,25-44,Spouse,1,1,Leisure and Holidays,Business,"Radio, TV, Web",Package Tour,Yes,No,No,No,No,No,No,0,7,Yes,High Cost
tour_iddf64zu60,France,Europe,25-44,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,14,0,Yes,Normal Cost
tour_id2cr2qdyh,United Kingdom,Europe,18-24,With children,1,0,Volunteering,Wildlife Tourism,Others,Package Tour,No,Yes,Yes,Yes,No,No,Yes,25,0,Yes,High Cost
tour_idr49nbej4,Zambia,Africa,25-44,Friends/Relatives,0,2,Business,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,No,No,4,0,Yes,Lower Cost
tour_idjt34e5oo,South Africa,Africa,25-44,Alone,0,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,5,0,Yes,Normal Cost
tour_id41wjyyum,India,Asia,45-64,Alone,0,1,Business,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,No,Normal Cost
tour_idkr0v2umb,United States of America,North America,45-64,Spouse,1,1,Leisure and Holidays,Conference Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,16,0,Yes,Higher Cost
tour_idy80naqg0,Zambia,Africa,25-44,Alone,1,0,Other,Hunting Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,2,0,No,Lower Cost
tour_idlkj0jft9,Germany,Europe,45-64,Spouse,0,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,17,0,Yes,High Cost
tour_id28szjite,India,Asia,45-64,Alone,0,1,Business,Hunting Tourism,Trade fair,Independent Tour,No,No,No,No,No,No,No,3,0,No,Normal Cost
tour_idkhi81nrj,United Kingdom,Europe,25-44,Alone,0,1,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,4,0,No,High Cost
tour_idjdrlocwa,China,Asia,45-64,Alone,0,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,High Cost
tour_idi0ppzwzk,Germany,Europe,45-64,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,14,Yes,High Cost
tour_idgjhunon9,Montenegro,Europe,25-44,Alone,1,0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent Tour,No,No,No,No,No,No,No,2,6,Yes,Low Cost
tour_ideugi5yc0,Italy,Europe,18-24,Friends/Relatives,2,0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,No,High Cost
tour_idcjcg3sv2,New Zealand,Australia,45-64,Friends/Relatives,2,2,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,No,Yes,Yes,No,Yes,No,0,12,Yes,Higher Cost
tour_idauiofd1k,France,Europe,45-64,Spouse and Children,2,3,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,9,5,Yes,Higher Cost
tour_idsnx07cgi,Kenya,Africa,25-44,Alone,1,0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,7,0,No,Low Cost
tour_ido7vn8i57,Israel,Asia,18-24,Friends/Relatives,1,1,Leisure and Holidays,Wildlife Tourism,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,13,3,Yes,Normal Cost
tour_id41vl89eu,Uae,Asia,45-64,Alone,0,1,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,2,0,No,Normal Cost
tour_idsvp06v61,Malawi,Africa,18-24,Alone,1,0,Business,Bird Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,Yes,Normal Cost
tour_idzx00ccpi,Italy,Europe,45-64,Spouse,1,1,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Yes,High Cost
tour_iddx76crgx,Italy,Europe,25-44,Spouse and Children,2,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,6,Yes,Higher Cost
tour_idz9n1khiw,United States of America,North America,45-64,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Radio, TV, Web",Package Tour,No,Yes,No,Yes,Yes,Yes,No,9,1,No,High Cost
tour_idg3i54g46,Slovakia,Europe,25-44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,5,4,Yes,Normal Cost
tour_idrqc95wbp,India,Asia,45-64,Friends/Relatives,0,2,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,15,0,Yes,Normal Cost
tour_idtgkqjcam,Zimbabwe,Africa,25-44,Alone,1,0,Business,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,3,0,No,Lower Cost
tour_id722np2fv,Uganda,Africa,25-44,Alone,0,1,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,6,0,No,Lower Cost
tour_idq1eq0yy2,United Kingdom,Europe,45-64,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,15,0,Yes,Higher Cost
tour_idqvffqzmv,Italy,Europe,25-44,Spouse and Children,2,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,0,7,Yes,Higher Cost
tour_idn37mo0r1,Mauritius,Africa,25-44,Alone,0,1,Meetings and Conference,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,No,No,No,No,90,0,Yes,High Cost
tour_idvkq8kjq6,Kenya,Africa,45-64,Alone,0,1,Meetings and Conference,Conference Tourism,Others,Independent Tour,No,No,No,No,No,No,No,6,0,Yes,Lower Cost
tour_idvfa8vgxn,South Africa,Africa,25-44,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,7,7,No,Highest Cost
tour_idj7giaki9,United States of America,North America,25-44,With children,0,1,Leisure and Holidays,Conference Tourism,Others,Package Tour,No,Yes,Yes,Yes,No,No,No,15,0,Yes,High Cost
tour_idk9fjovsf,Italy,Europe,45-64,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,8,Yes,High Cost
tour_idprbrdj2p,South Africa,Africa,25-44,Alone,1,0,Visiting Friends and Relatives,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,5,0,Yes,High Cost
tour_idg4613d0s,Belgium,Europe,45-64,Alone,0,1,Meetings and Conference,Conference Tourism,Others,Package Tour,No,Yes,Yes,Yes,No,Yes,No,6,2,No,High Cost
tour_idnbnk42th,Netherlands,Europe,45-64,Spouse,1,1,Visiting Friends and Relatives,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,17,3,Yes,Higher Cost
tour_idaqceeb78,Canada,North America,45-64,Spouse and Children,1,3,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,11,3,Yes,Highest Cost
tour_idwcd0tydk,United States of America,North America,45-64,Alone,0,1,Leisure and Holidays,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,8,4,Yes,Normal Cost
tour_idnwh4dsad,Zambia,Africa,25-44,Alone,0,1,Business,Mountain Climbing,"Newspaper, magazines, brochures",Independent Tour,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_idnbfvdca3,United Kingdom,Europe,18-24,With children,1,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,No,No,No,25,4,Yes,High Cost
tour_idgbmlr5y6,Spain,Europe,25-44,With children,1,0,Leisure and Holidays,Wildlife Tourism,Trade fair,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,32,43,No,High Cost
tour_idyxt7mji4,Italy,Europe,45-64,Spouse,1,1,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,7,Yes,High Cost
tour_idqtvjlq05,South Africa,Africa,25-44,Alone,1,0,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent Tour,No,No,No,No,No,No,No,3,2,Yes,Normal Cost
tour_idkolbz7vd,United States of America,North America,25-44,Alone,1,0,Leisure and Holidays,Mountain Climbing,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,0,Yes,High Cost
tour_id588fyd7f,Italy,Europe,45-64,Spouse and Children,2,2,Visiting Friends and Relatives,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,9,8,Yes,Higher Cost
tour_idxe54d703,Norway,Europe,18-24,Friends/Relatives,4,0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,11,6,Yes,High Cost
tour_ido78cln64,United States of America,North America,65+,Friends/Relatives,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,2,0,Yes,Higher Cost
tour_iddnamsmop,Italy,Europe,25-44,Alone,0,1,Scientific and Academic,Hunting Tourism,Others,Independent Tour,No,No,No,No,No,No,No,64,0,No,Normal Cost
tour_idzr85bcch,United States of America,North America,45-64,Friends/Relatives,2,0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,7,0,No,Normal Cost
tour_id3jtx2yea,Finland,Europe,25-44,With children,1,1,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,13,0,No,Normal Cost
tour_id5y8knj9g,Austria,Europe,45-64,With children,2,1,Meetings and Conference,Wildlife Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Yes,Higher Cost
tour_idcxm1307l,France,Europe,25-44,Spouse and Children,2,2,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,Yes,6,6,Yes,Normal Cost
tour_idxjd0qbia,Germany,Europe,25-44,Alone,1,0,Visiting Friends and Relatives,Mountain Climbing,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,14,0,No,Normal Cost
tour_idgvv533ub,Kenya,Africa,45-64,Friends/Relatives,0,2,Scientific and Academic,Beach Tourism,"Friends, relatives",Independent Tour,No,No,No,No,No,No,No,6,0,No,High Cost
tour_id6h48m2wc,United States of America,North America,65+,Spouse,1,1,Leisure and Holidays,Mountain Climbing,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,10,0,No,Higher Cost
tour_ida6spd5ro,Italy,Europe,45-64,Alone,1,0,Leisure and Holidays,Business,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,No,Normal Cost
tour_idamp575l5,United States of America,North America,45-64,Alone,0,1,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,21,0,Yes,Higher Cost
tour_idt2zoaaba,United States of America,North America,25-44,With children,1,0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,6,0,No,Normal Cost
